1 0:697.0 1:1252.0 2:55.0 3:60 4:19.71093197279512 5:0.32319332120744726
1 0:230.0 1:1425.0 2:63.0 3:51 4:19.820505904298162 5:0.3933991093765982
1 0:1021.0 1:1561.0 2:48.0 3:44 4:19.964417757683936 5:0.21553763303265513
1 0:1004.0 1:1577.0 2:45.0 3:11 4:14.010050121314515 5:0.12927848526865093
1 0:1001.0 1:1570.0 2:46.0 3:32 4:16.96003248824447 5:0.1268012642102104
1 0:50.0 1:1243.0 2:51.0 3:26 4:17.2360282343725 5:0.09809666537660704
1 0:814.0 1:1248.0 2:64.0 3:81 4:21.991447118185203 5:0.48130289349598865
1 0:701.0 1:1549.0 2:55.0 3:88 4:24.290463595018235 5:0.31788478385374846
1 0:541.0 1:1438.0 2:71.0 3:47 4:19.41655958814603 5:0.49028699958674826
1 0:205.0 1:1413.0 2:60.0 3:60 4:22.37630066817452 5:0.3468789595786012
1 0:620.0 1:1424.0 2:57.0 3:36 4:19.511105142829923 5:0.12602195988129775
1 0:789.0 1:1248.0 2:55.0 3:86 4:22.143304376638838 5:0.19009984910832556
1 0:1028.0 1:1435.0 2:52.0 3:42 4:19.67594737071389 5:0.23181349426274458
1 0:919.0 1:1214.0 2:69.0 3:34 4:17.433955418535554 5:0.34892758644413624
1 0:686.0 1:1270.0 2:73.0 3:48 4:19.337344282910042 5:0.15859925091720817
1 0:363.0 1:1546.0 2:53.0 3:61 4:21.92126451146517 5:0.6516349057566028
1 0:809.0 1:1242.0 2:57.0 3:70 4:19.808188874910748 5:0.4179246962798464
1 0:94.0 1:1424.0 2:53.0 3:22 4:14.098594896473509 5:0.11590352969441811
1 0:61.0 1:1127.0 2:54.0 3:45 4:20.041110642041197 5:0.3778960770403672
1 0:627.0 1:1555.0 2:70.0 3:48 4:19.88647622937296 5:0.3764060299207107
1 0:107.0 1:1433.0 2:45.0 3:6 4:13.809579376394783 5:0.2037727807757901
1 0:69.0 1:1146.0 2:62.0 3:19 4:14.277657071092076 5:0.25345828484830446
1 0:1014.0 1:855.0 2:54.0 3:39 4:17.376861866756826 5:0.2848257073794737
1 0:764.0 1:1590.0 2:51.0 3:149 4:31.07674523154034 5:0.21225084225574392
1 0:106.0 1:1422.0 2:57.0 3:84 4:24.06700119479202 5:0.18008406743341254
1 0:505.0 1:1408.0 2:70.0 3:45 4:19.918754113653634 5:0.2674110964762236
1 0:293.0 1:1253.0 2:69.0 3:36 4:17.310853555280357 5:0.6811889891126102
1 0:388.0 1:1242.0 2:66.0 3:44 4:17.476677813305425 5:0.5468782832184874
1 0:311.0 1:1242.0 2:71.0 3:31 4:16.996012776650232 5:0.3897492634960869
1 0:744.0 1:1546.0 2:54.0 3:50 4:19.436761109208508 5:0.432997902476868
1 0:64.0 1:1133.0 2:61.0 3:20 4:17.172168067421282 5:0.1095204876774961
1 0:639.0 1:1421.0 2:61.0 3:50 4:19.78220349900461 5:0.16670690372168687
1 0:99.0 1:1405.0 2:66.0 3:47 4:20.36146969954353 5:0.24732423891937627
1 0:785.0 1:1249.0 2:64.0 3:54 4:21.8953996184584 5:0.4628875445531363
1 0:832.0 1:1559.0 2:60.0 3:60 4:22.22005570986263 5:0.7239997995069876
1 0:276.0 1:1260.0 2:66.0 3:68 4:21.771163523492714 5:0.2706512148356743
1 0:812.0 1:1223.0 2:64.0 3:48 4:19.66327402212187 5:0.5087345031620835
1 0:616.0 1:1439.0 2:73.0 3:83 4:24.227579500457914 5:0.4787094892689221
1 0:691.0 1:1231.0 2:75.0 3:74 4:22.41918164433527 5:0.38298084203705146
1 0:108.0 1:1405.0 2:57.0 3:70 4:22.00871254375484 5:0.3552568693877702
1 0:701.0 1:1591.0 2:48.0 3:52 4:19.551155754228407 5:0.20800656392127884
1 0:186.0 1:1254.0 2:63.0 3:46 4:19.477591409872463 5:0.26105324206525027
1 0:908.0 1:1292.0 2:52.0 3:59 4:21.807486712825302 5:0.17434398306157065
1 0:69.0 1:1125.0 2:63.0 3:27 4:17.13981392354954 5:0.1706491130577973
1 0:713.0 1:1690.0 2:55.0 3:57 4:18.928104957276716 5:0.2874547789409059
1 0:699.0 1:1686.0 2:60.0 3:36 4:20.72763728675157 5:0.5168237584489781
1 0:703.0 1:1683.0 2:59.0 3:38 4:20.133597653312446 5:0.5966099128375785
1 0:993.0 1:892.0 2:55.0 3:15 4:14.096044418397335 5:0.3738575176893226
1 0:1015.0 1:572.0 2:54.0 3:221 4:34.87941646027133 5:1.7782836040805836
1 0:981.0 1:666.0 2:61.0 3:242 4:36.30968323749366 5:1.3384106359836443
1 0:932.0 1:914.0 2:63.0 3:229 4:36.62782067720846 5:1.0243013545812554
1 0:919.0 1:1056.0 2:69.0 3:629 4:56.294624914502585 5:5.4931888508958115
1 0:943.0 1:1245.0 2:61.0 3:627 4:57.761998830207915 5:4.451158522548818
1 0:333.0 1:1916.0 2:53.0 3:89 4:23.922659928169068 5:1.9276727401529172
1 0:877.0 1:569.0 2:83.0 3:41 4:19.692236562886375 5:2.4651963932063423
1 0:312.0 1:1919.0 2:37.0 3:89 4:22.608370576178675 5:1.4352135463207594
1 0:594.0 1:1634.0 2:67.0 3:48 4:19.835391016975798 5:1.6159546192894871
1 0:290.0 1:1285.0 2:75.0 3:69 4:22.8283211472926 5:0.7564169557854922
1 0:736.0 1:1536.0 2:50.0 3:42 4:17.203375858995365 5:1.0355223570935825
1 0:65.0 1:1129.0 2:64.0 3:39 4:17.60042263851941 5:0.73609541527876
1 0:986.0 1:936.0 2:68.0 3:60 4:22.892448594442417 5:1.216015280887102
1 0:979.0 1:480.0 2:58.0 3:120 4:28.77477488448316 5:3.4713575118846447
1 0:999.0 1:573.0 2:57.0 3:115 4:25.602399605034623 5:1.6299065900548604
1 0:936.0 1:901.0 2:65.0 3:102 4:26.574009781047145 5:1.0901382760502139
1 0:305.0 1:1879.0 2:62.0 3:82 4:24.10573207886408 5:0.784681071558159
